Marital status,Application mode,Course,Previous qualification,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st year (enrolled),Curricular units 1st year (approved),Curricular units 2nd year (enrolled),Curricular units 2nd year (approved),Curricular units 3rd year (enrolled),Curricular units 3rd year (approved),Curricular units 4th year (enrolled),Curricular units 4th year (approved),Target
1,15,7,14,0,1,1,0,0,26,5,0,5,0,5,0,5,0,Dropout
1,1,10,1,1,0,1,0,0,20,6,6,6,6,6,6,6,6,Graduate
1,1,3,1,0,0,1,0,0,19,6,6,6,6,6,6,6,6,Graduate
1,1,10,1,1,0,1,0,1,18,6,6,6,6,6,6,6,6,Graduate
1,15,10,14,0,0,1,0,0,19,6,6,6,6,6,6,6,6,Graduate
1,4,16,15,0,1,1,0,0,40,7,7,7,7,7,7,7,7,Graduate
1,1,12,1,1,0,1,0,1,18,8,8,8,8,8,8,8,8,Graduate
1,8,10,1,0,0,1,0,0,19,6,5,6,6,6,5,6,6,Graduate
1,8,8,1,0,0,1,0,0,18,5,4,5,4,5,4,5,4,Graduate
1,1,6,1,1,0,1,0,0,19,5,4,5,3,5,4,5,3,Enrolled
1,1,2,1,1,0,1,0,0,18,0,0,0,0,0,0,0,0,Dropout
2,12,3,1,1,0,1,0,0,33,6,6,6,6,6,6,6,6,Graduate
1,12,4,3,0,0,1,0,0,35,6,6,6,6,6,6,6,6,Graduate
1,13,9,1,1,0,1,0,0,26,5,4,5,2,5,4,5,2,Enrolled
1,1,15,1,1,0,1,0,0,18,6,6,6,6,6,6,6,6,Graduate
1,14,10,1,0,0,1,0,0,36,16,13,13,9,16,13,13,9,Enrolled
4,12,17,1,0,0,1,0,0,39,5,5,5,5,5,5,5,5,Graduate
2,12,10,1,0,0,1,0,0,44,6,6,6,6,6,6,6,6,Graduate
1,1,3,1,0,0,1,0,0,20,6,5,6,4,6,5,6,4,Enrolled
1,1,11,1,1,0,1,0,0,24,6,4,6,4,6,4,6,4,Dropout
1,14,15,1,0,0,1,0,1,20,6,6,6,6,6,6,6,6,Graduate
1,1,2,1,1,0,0,0,0,19,0,0,0,0,0,0,0,0,Dropout
2,1,12,1,0,1,1,0,1,18,7,6,7,6,7,6,7,6,Graduate
1,1,11,1,0,1,0,0,0,22,6,5,6,0,6,5,6,0,Dropout
1,8,6,1,1,0,1,0,0,18,6,6,6,6,6,6,6,6,Graduate
1,12,12,12,0,0,1,0,0,24,7,6,8,7,7,6,8,7,Graduate
1,12,17,1,0,0,1,0,0,33,5,0,5,0,5,0,5,0,Dropout
1,12,4,1,0,1,1,0,1,30,6,0,6,0,6,0,6,0,Enrolled
1,12,6,17,0,0,1,0,0,26,6,0,6,0,6,0,6,0,Dropout
1,8,16,1,1,0,1,0,0,18,6,6,6,6,6,6,6,6,Graduate
1,1,15,1,0,1,1,0,0,19,6,3,6,2,6,3,6,2,Dropout
1,8,9,1,1,0,1,0,0,20,5,3,5,4,5,3,5,4,Enrolled
1,17,6,16,1,0,1,0,1,22,11,8,9,7,11,8,9,7,Graduate
1,1,12,1,1,0,1,0,0,19,7,5,7,5,7,5,7,5,Enrolled
1,1,6,1,1,0,1,0,1,21,6,6,6,6,6,6,6,6,Graduate
1,1,12,1,1,0,1,0,1,21,7,6,7,6,7,6,7,6,Graduate
1,8,6,1,0,0,1,0,0,19,5,1,5,5,5,1,5,5,Enrolled
1,1,16,1,1,0,1,0,1,19,7,7,7,6,7,7,7,6,Graduate
1,1,12,1,1,0,1,0,0,18,8,7,8,7,8,7,8,7,Dropout
2,14,3,1,0,0,1,0,0,50,11,11,7,7,11,11,7,7,Graduate
4,12,17,1,0,0,1,0,1,31,5,4,5,4,5,4,5,4,Enrolled
1,8,15,1,0,0,1,0,1,19,6,6,6,6,6,6,6,6,Graduate
4,12,17,1,0,0,1,0,0,35,5,5,5,5,5,5,5,5,Graduate
2,12,6,12,0,0,1,0,0,31,6,0,6,0,6,0,6,0,Dropout
2,16,3,12,0,1,1,0,0,42,11,10,11,10,11,10,11,10,Enrolled
1,9,9,1,1,0,0,0,0,34,5,0,5,0,5,0,5,0,Dropout
1,1,12,1,1,0,1,0,1,18,7,7,8,8,7,7,8,8,Graduate
1,8,16,1,1,0,0,0,1,18,7,7,7,6,7,7,7,6,Enrolled
1,15,6,14,1,0,1,0,0,21,6,5,6,2,6,5,6,2,Enrolled
4,12,12,12,0,0,1,0,1,26,7,5,8,6,7,5,8,6,Dropout
1,14,12,1,0,0,1,0,0,20,7,6,8,8,7,6,8,8,Enrolled
1,1,10,1,0,0,1,0,0,19,6,3,6,3,6,3,6,3,Enrolled
1,1,16,1,0,0,1,0,1,19,6,6,6,6,6,6,6,6,Graduate
1,17,9,16,0,0,1,0,0,20,11,9,9,8,11,9,9,8,Graduate
1,1,10,1,0,0,1,0,0,19,6,6,6,6,6,6,6,6,Graduate
1,1,16,1,0,0,1,0,0,18,6,6,6,6,6,6,6,6,Graduate
1,12,17,3,0,0,1,0,0,28,14,11,11,10,14,11,11,10,Graduate
1,8,16,1,1,0,1,0,0,22,6,5,6,5,6,5,6,5,Enrolled
1,15,3,14,0,0,1,0,1,21,6,6,6,6,6,6,6,6,Graduate
1,15,6,14,1,0,1,0,0,21,6,4,6,1,6,4,6,1,Enrolled
1,12,12,1,0,0,1,0,0,26,7,5,8,5,7,5,8,5,Enrolled
1,1,15,1,1,1,0,0,0,18,6,5,6,5,6,5,6,5,Dropout
1,8,6,1,0,0,0,0,0,20,5,2,5,2,5,2,5,2,Dropout
1,8,6,1,0,0,1,0,0,18,6,6,6,6,6,6,6,6,Graduate
1,1,12,1,1,0,1,0,1,19,8,7,8,7,8,7,8,7,Graduate
1,16,10,1,1,0,1,0,0,20,11,11,11,11,11,11,11,11,Graduate
1,15,6,14,1,0,1,0,1,22,6,6,6,3,6,6,6,3,Graduate
1,8,14,1,1,1,1,0,0,18,6,5,6,4,6,5,6,4,Dropout
1,8,9,1,1,0,1,0,0,19,5,3,5,0,5,3,5,0,Dropout
1,8,5,1,0,0,1,0,1,18,6,5,6,4,6,5,6,4,Enrolled
1,8,11,1,1,0,1,0,0,20,6,3,6,3,6,3,6,3,Enrolled
1,1,15,1,1,0,1,0,0,19,6,4,6,3,6,4,6,3,Enrolled
1,1,11,1,0,0,1,0,0,19,6,6,6,4,6,6,6,4,Enrolled
1,8,12,1,1,0,1,0,0,19,8,7,8,7,8,7,8,7,Graduate
1,1,2,1,1,0,1,0,0,18,0,0,0,0,0,0,0,0,Graduate
1,4,5,15,1,0,1,0,0,21,13,13,12,12,13,13,12,12,Graduate
1,12,17,15,0,0,1,0,0,27,5,5,5,5,5,5,5,5,Graduate
1,8,10,1,0,0,1,0,0,19,6,6,6,6,6,6,6,6,Graduate
4,12,6,1,0,0,1,0,0,25,5,0,5,0,5,0,5,0,Dropout
1,1,12,1,1,0,1,0,1,18,8,7,8,7,8,7,8,7,Graduate
1,12,12,3,0,0,1,0,0,24,8,7,8,7,8,7,8,7,Graduate
1,1,12,1,1,0,1,0,0,20,7,7,8,7,7,7,8,7,Graduate
1,4,17,15,0,0,1,0,0,26,5,5,5,5,5,5,5,5,Graduate
1,1,10,1,1,0,1,0,1,20,6,6,6,6,6,6,6,6,Graduate
1,1,6,1,0,0,1,0,0,18,5,5,5,5,5,5,5,5,Graduate
1,1,6,1,1,0,1,0,0,19,6,6,6,6,6,6,6,6,Graduate
1,1,16,1,1,0,1,0,0,23,6,5,6,3,6,5,6,3,Dropout
1,1,12,1,1,0,1,0,1,18,7,6,7,6,7,6,7,6,Graduate
1,1,12,1,0,0,1,0,0,18,7,0,8,0,7,0,8,0,Dropout
1,1,12,1,0,0,1,0,1,19,7,7,8,8,7,7,8,8,Graduate
1,13,17,1,0,0,1,0,0,30,7,7,5,5,7,7,5,5,Graduate
1,15,6,14,1,0,1,0,0,29,6,0,6,0,6,0,6,0,Dropout
1,1,12,1,1,0,1,0,0,19,8,8,8,8,8,8,8,8,Graduate
1,8,13,1,1,0,1,0,0,20,7,7,8,8,7,7,8,8,Graduate
1,1,12,1,0,0,1,0,0,20,7,6,7,6,7,6,7,6,Graduate
1,1,14,1,1,0,1,0,0,19,6,6,6,6,6,6,6,6,Graduate
1,8,9,1,1,0,1,0,0,20,5,3,5,2,5,3,5,2,Enrolled
3,1,6,1,1,0,1,0,0,21,5,0,5,0,5,0,5,0,Dropout
1,8,14,1,0,0,1,0,0,19,6,5,6,4,6,5,6,4,Graduate
1,1,12,1,1,0,1,0,1,18,8,7,8,7,8,7,8,7,Graduate
1,12,3,1,0,0,1,0,1,27,6,6,6,5,6,6,6,5,Graduate
1,8,9,1,1,0,1,0,1,19,5,5,5,5,5,5,5,5,Graduate
1,1,12,1,0,0,1,0,1,19,7,0,7,0,7,0,7,0,Dropout
1,1,15,1,1,0,1,0,0,19,6,5,6,6,6,5,6,6,Graduate
1,1,12,1,1,0,1,0,1,18,8,7,8,7,8,7,8,7,Graduate
1,8,11,1,0,0,1,0,1,20,6,4,6,6,6,4,6,6,Enrolled
1,1,14,1,0,0,1,0,1,18,6,6,6,6,6,6,6,6,Graduate
1,1,14,1,1,0,1,0,0,19,6,0,6,0,6,0,6,0,Dropout
2,12,12,12,1,0,1,0,0,36,7,6,7,6,7,6,7,6,Graduate
1,14,13,1,0,0,1,0,0,18,2,0,4,1,2,0,4,1,Enrolled
1,14,8,1,1,1,1,0,0,18,5,1,5,3,5,1,5,3,Enrolled
1,8,12,1,1,0,1,0,0,19,8,7,8,7,8,7,8,7,Graduate
1,1,12,1,1,0,1,0,1,18,8,7,8,7,8,7,8,7,Graduate
1,8,14,1,0,0,1,0,0,18,5,4,5,4,5,4,5,4,Graduate
1,1,10,1,1,0,1,0,1,19,6,6,6,6,6,6,6,6,Graduate
1,1,12,1,0,0,1,0,1,19,7,7,8,8,7,7,8,8,Graduate
1,1,12,1,1,0,1,0,0,18,7,7,8,8,7,7,8,8,Dropout
1,1,15,1,1,0,1,0,0,20,6,6,6,5,6,6,6,5,Graduate
1,1,11,1,1,0,1,0,1,20,6,5,6,5,6,5,6,5,Enrolled
1,9,12,1,1,0,1,0,0,20,8,7,8,7,8,7,8,7,Graduate
1,1,12,1,1,0,1,0,1,18,8,7,8,7,8,7,8,7,Graduate
1,1,12,1,1,0,1,0,0,18,7,7,8,8,7,7,8,8,Graduate
1,8,6,1,0,0,1,0,0,19,5,5,5,5,5,5,5,5,Graduate
1,1,9,1,1,0,1,0,0,19,5,5,5,4,5,5,5,4,Enrolled
2,12,3,1,0,0,1,0,0,44,6,6,6,2,6,6,6,2,Graduate
1,4,4,3,0,0,1,0,0,32,6,0,6,0,6,0,6,0,Dropout
1,14,16,1,0,0,1,0,0,22,6,5,6,5,6,5,6,5,Dropout
2,12,4,1,1,0,1,0,0,36,12,12,12,11,12,12,12,11,Graduate
1,8,15,1,0,0,1,0,1,18,6,6,6,6,6,6,6,6,Graduate
1,1,8,1,1,0,1,0,0,20,5,5,5,5,5,5,5,5,Graduate
1,16,5,1,0,0,1,0,1,20,11,11,11,11,11,11,11,11,Graduate
1,8,10,1,0,0,1,0,0,19,6,5,6,4,6,5,6,4,Graduate
1,12,9,12,1,1,1,0,0,24,5,5,5,5,5,5,5,5,Graduate
1,8,10,1,0,0,1,0,0,20,6,5,6,4,6,5,6,4,Enrolled
1,14,3,1,0,0,1,0,0,27,10,9,11,5,10,9,11,5,Dropout
1,1,16,1,1,0,1,0,0,20,6,5,8,8,6,5,8,8,Enrolled
1,14,10,1,0,0,1,0,1,23,16,16,13,13,16,16,13,13,Graduate
1,1,12,1,1,0,1,0,1,18,8,8,8,8,8,8,8,8,Graduate
1,8,10,1,1,0,1,0,1,18,6,5,6,5,6,5,6,5,Graduate
1,8,12,1,1,0,1,0,1,20,8,7,8,7,8,7,8,7,Graduate
1,1,11,1,0,0,1,0,1,20,6,6,6,6,6,6,6,6,Graduate
1,1,14,1,0,0,1,0,0,23,6,6,6,5,6,6,6,5,Dropout
1,1,12,1,1,0,1,0,0,20,7,6,7,6,7,6,7,6,Graduate
1,12,11,7,1,0,0,0,0,28,5,0,5,0,5,0,5,0,Dropout
1,1,14,1,1,0,1,0,0,21,5,4,5,5,5,4,5,5,Graduate
1,1,13,1,1,0,1,0,0,21,2,2,7,0,2,2,7,0,Dropout
1,4,12,3,0,0,1,0,0,28,7,0,8,0,7,0,8,0,Dropout
1,1,12,1,0,0,1,0,0,18,7,6,8,7,7,6,8,7,Graduate
1,8,10,1,1,0,1,0,1,21,6,5,6,5,6,5,6,5,Enrolled
1,1,12,1,0,0,1,0,0,19,7,6,8,8,7,6,8,8,Graduate
1,9,12,1,1,0,1,0,1,18,8,7,8,7,8,7,8,7,Graduate
1,1,12,1,0,0,1,0,0,19,7,0,8,0,7,0,8,0,Dropout
1,15,6,14,0,0,1,0,0,20,6,6,6,2,6,6,6,2,Enrolled
1,1,12,1,1,0,1,0,1,20,7,6,8,7,7,6,8,7,Graduate
1,8,16,1,0,0,1,0,1,18,6,6,6,5,6,6,6,5,Graduate
1,14,14,1,1,0,1,0,0,20,6,6,6,4,6,6,6,4,Dropout
1,12,14,1,0,0,1,0,0,31,6,5,6,4,6,5,6,4,Dropout
1,8,12,1,1,0,1,0,1,19,7,7,8,8,7,7,8,8,Graduate
1,1,12,1,1,0,1,0,1,19,7,6,8,7,7,6,8,7,Graduate
1,1,5,1,0,0,1,0,0,23,6,6,6,6,6,6,6,6,Graduate
1,1,14,1,0,0,1,0,0,19,6,6,6,6,6,6,6,6,Graduate
1,1,12,1,1,0,1,0,0,20,7,6,7,6,7,6,7,6,Graduate
1,1,6,1,1,1,1,0,0,22,6,5,6,4,6,5,6,4,Enrolled
1,1,16,1,1,0,1,0,0,18,7,6,7,6,7,6,7,6,Enrolled
1,4,8,3,0,1,0,0,0,27,5,2,5,1,5,2,5,1,Dropout
1,12,13,12,0,0,1,0,0,29,7,1,7,0,7,1,7,0,Dropout
1,8,11,1,1,0,1,0,0,18,6,5,6,5,6,5,6,5,Graduate
1,8,5,1,0,0,1,0,0,18,6,5,6,6,6,5,6,6,Graduate
1,8,12,1,0,0,1,0,0,18,8,8,8,8,8,8,8,8,Graduate
1,8,6,1,1,0,1,0,0,20,5,3,5,5,5,3,5,5,Enrolled
1,8,11,1,1,0,1,0,0,18,6,6,6,5,6,6,6,5,Graduate
1,1,5,1,0,0,0,0,0,18,6,5,6,4,6,5,6,4,Enrolled
1,4,6,3,0,0,0,0,0,28,5,1,4,0,5,1,4,0,Dropout
1,1,12,1,1,0,1,0,1,18,8,7,8,7,8,7,8,7,Graduate
1,12,12,12,0,0,1,0,0,27,7,4,7,3,7,4,7,3,Enrolled
1,12,1,1,0,0,1,0,0,26,7,7,7,5,7,7,7,5,Enrolled
1,1,15,1,1,0,1,0,0,18,6,6,6,6,6,6,6,6,Graduate
1,1,8,1,0,0,1,0,0,18,5,4,5,5,5,4,5,5,Dropout
1,1,9,1,0,0,1,0,0,21,5,0,5,0,5,0,5,0,Dropout
1,1,5,1,1,0,1,0,0,18,6,4,6,0,6,4,6,0,Enrolled
2,12,3,1,0,0,0,0,0,32,5,0,5,0,5,0,5,0,Dropout
1,12,14,1,0,0,1,0,0,28,5,4,5,4,5,4,5,4,Graduate
1,12,17,1,0,0,0,0,0,40,4,0,5,0,4,0,5,0,Dropout
2,9,3,1,0,1,0,0,0,39,5,0,4,0,5,0,4,0,Dropout
2,9,10,1,0,1,0,0,0,39,6,0,6,0,6,0,6,0,Dropout
2,12,4,1,0,0,1,0,0,50,6,6,6,5,6,6,6,5,Graduate
1,8,16,1,1,0,1,0,0,23,6,5,6,3,6,5,6,3,Dropout
4,12,3,12,0,0,1,0,0,48,6,1,6,1,6,1,6,1,Dropout
1,8,16,1,1,0,1,0,0,23,6,4,6,5,6,4,6,5,Dropout
1,1,12,1,1,0,1,0,1,18,8,7,8,7,8,7,8,7,Graduate
1,8,8,1,0,0,1,0,0,18,5,2,5,5,5,2,5,5,Graduate
1,6,10,1,1,0,0,0,0,20,6,5,6,6,6,5,6,6,Graduate
1,9,6,1,1,0,1,0,1,18,5,4,5,5,5,4,5,5,Graduate
1,1,13,1,1,0,1,0,0,18,7,4,8,0,7,4,8,0,Dropout
1,14,7,1,0,0,1,1,0,31,5,1,5,1,5,1,5,1,Dropout
1,12,7,12,1,0,1,1,0,24,5,1,5,3,5,1,5,3,Enrolled
1,12,2,1,1,0,1,1,0,24,0,0,0,0,0,0,0,0,Graduate
1,12,9,1,0,1,0,1,0,26,5,0,5,0,5,0,5,0,Dropout
1,1,8,1,1,1,1,1,0,18,6,5,6,4,6,5,6,4,Dropout
1,8,9,1,0,0,1,1,1,19,5,3,5,3,5,3,5,3,Enrolled
1,8,14,1,1,0,1,1,0,22,6,0,6,0,6,0,6,0,Dropout
1,1,12,1,1,0,1,1,0,18,8,7,8,7,8,7,8,7,Graduate
1,15,5,14,0,1,0,1,0,20,6,0,6,0,6,0,6,0,Dropout
1,15,2,14,0,0,1,1,0,25,0,0,0,0,0,0,0,0,Graduate
1,14,17,1,1,0,1,1,0,24,5,4,5,5,5,4,5,5,Graduate
1,12,7,1,1,0,1,1,0,27,5,1,5,0,5,1,5,0,Dropout
1,8,11,1,0,0,1,1,0,21,6,5,6,5,6,5,6,5,Graduate
1,15,4,14,1,0,1,1,0,21,6,6,6,6,6,6,6,6,Graduate
1,9,15,1,1,0,1,1,0,19,6,4,6,6,6,4,6,6,Dropout
1,12,12,1,0,0,1,1,0,28,7,7,8,8,7,7,8,8,Graduate
1,1,9,1,0,0,1,1,0,20,5,5,5,2,5,5,5,2,Enrolled
1,15,4,14,0,0,1,1,1,21,6,6,6,6,6,6,6,6,Graduate
1,1,12,1,0,0,1,1,1,18,7,7,8,8,7,7,8,8,Graduate
1,8,7,1,1,0,1,1,1,18,5,5,5,5,5,5,5,5,Enrolled
1,1,9,1,0,0,1,1,0,20,5,4,5,3,5,4,5,3,Enrolled
1,12,7,15,0,0,1,1,0,25,5,5,5,2,5,5,5,2,Enrolled
1,1,14,1,0,1,1,1,0,22,6,6,6,2,6,6,6,2,Enrolled
1,1,12,1,0,0,1,1,0,18,8,6,8,6,8,6,8,6,Enrolled
1,8,9,1,1,0,1,1,0,19,5,5,5,5,5,5,5,5,Graduate
1,1,7,1,1,0,1,1,0,19,5,3,5,3,5,3,5,3,Dropout
1,12,15,12,1,1,0,1,0,25,6,4,6,4,6,4,6,4,Dropout
1,14,5,1,0,1,1,1,0,21,11,9,8,3,11,9,8,3,Dropout
1,8,7,1,1,0,1,1,0,19,5,2,6,0,5,2,6,0,Dropout
1,8,9,1,0,0,1,1,0,20,5,0,5,0,5,0,5,0,Dropout
1,15,4,14,0,0,1,1,0,25,14,14,9,6,14,14,9,6,Dropout
1,8,9,1,1,0,1,1,0,20,5,3,5,3,5,3,5,3,Enrolled
1,1,2,1,1,0,1,1,0,18,0,0,0,0,0,0,0,0,Graduate
1,15,11,14,1,1,1,1,0,23,6,3,6,3,6,3,6,3,Enrolled
1,13,12,1,1,0,1,1,0,23,8,8,8,8,8,8,8,8,Graduate
1,17,4,16,0,0,1,1,0,21,12,11,12,11,12,11,12,11,Graduate
1,1,8,1,1,0,1,1,0,20,5,2,5,3,5,2,5,3,Enrolled
1,12,17,1,0,0,1,1,0,25,5,1,5,2,5,1,5,2,Dropout
1,1,8,1,1,0,1,1,0,18,6,6,6,5,6,6,6,5,Graduate
1,1,5,6,1,0,1,1,0,22,6,6,6,6,6,6,6,6,Graduate
1,12,14,1,0,0,1,1,0,27,6,6,6,6,6,6,6,6,Graduate
1,12,4,12,0,0,1,1,0,25,3,0,3,0,3,0,3,0,Dropout
1,8,7,1,1,0,1,1,0,18,5,3,5,3,5,3,5,3,Dropout
1,8,6,1,0,0,1,1,0,20,5,5,5,5,5,5,5,5,Graduate
1,12,4,1,0,0,1,1,0,27,6,5,6,5,6,5,6,5,Graduate
1,1,3,1,0,0,1,1,0,20,6,6,6,6,6,6,6,6,Graduate
1,1,9,1,1,0,1,1,0,22,5,0,5,1,5,0,5,1,Dropout
1,8,7,1,1,0,1,1,0,19,5,3,5,3,5,3,5,3,Dropout
1,1,9,1,0,0,1,1,0,20,5,3,5,5,5,3,5,5,Enrolled
1,14,2,1,0,0,1,1,0,19,0,0,0,0,0,0,0,0,Graduate
2,12,6,7,1,0,0,1,0,29,5,0,5,0,5,0,5,0,Dropout
1,1,12,1,0,0,1,1,0,19,8,7,8,7,8,7,8,7,Graduate
1,12,17,1,1,0,1,0,1,28,5,5,5,5,5,5,5,5,Enrolled
2,1,10,1,0,0,1,0,0,20,6,6,6,6,6,6,6,6,Graduate
1,1,5,1,1,0,1,0,0,20,6,4,6,6,6,4,6,6,Graduate
1,12,3,1,1,0,1,0,0,31,6,0,6,0,6,0,6,0,Dropout
1,8,12,1,1,0,1,0,0,18,7,7,8,7,7,7,8,7,Graduate
1,8,14,1,1,0,1,0,0,19,6,6,6,6,6,6,6,6,Enrolled
1,1,9,1,1,0,1,0,0,18,5,4,5,4,5,4,5,4,Graduate
1,8,11,1,0,0,1,0,0,19,6,5,6,5,6,5,6,5,Graduate
1,1,9,1,0,0,1,0,1,18,5,5,5,5,5,5,5,5,Graduate
1,8,6,1,0,0,1,0,0,19,5,3,5,5,5,3,5,5,Graduate
1,8,15,1,1,0,1,0,1,18,6,6,6,6,6,6,6,6,Graduate
1,1,11,1,1,0,1,0,0,19,6,6,6,3,6,6,6,3,Graduate
1,1,13,1,0,0,1,0,0,19,7,7,8,8,7,7,8,8,Graduate
1,1,14,1,1,0,1,0,0,18,6,6,6,6,6,6,6,6,Graduate
1,1,12,1,0,0,1,0,0,19,7,4,7,5,7,4,7,5,Enrolled
1,15,14,14,0,0,1,0,1,20,6,6,6,6,6,6,6,6,Graduate
1,8,14,1,1,0,1,0,0,20,6,5,6,4,6,5,6,4,Enrolled
1,8,4,1,0,1,1,0,0,20,6,6,6,5,6,6,6,5,Enrolled
1,12,17,3,0,0,1,0,0,29,15,11,13,11,15,11,13,11,Dropout
1,8,16,1,0,0,0,0,1,20,6,4,6,3,6,4,6,3,Dropout
4,12,16,1,0,1,0,0,0,31,7,6,7,5,7,6,7,5,Dropout
1,8,14,1,0,0,1,0,0,20,6,6,6,6,6,6,6,6,Graduate
1,8,4,1,1,0,1,0,0,21,18,18,13,13,18,18,13,13,Graduate
1,4,8,3,1,0,1,0,0,23,6,0,6,0,6,0,6,0,Dropout
1,8,5,1,0,1,0,0,0,21,6,4,6,4,6,4,6,4,Dropout
1,4,12,15,0,0,1,0,0,24,7,7,8,8,7,7,8,8,Graduate
1,12,3,1,0,0,1,0,0,27,6,6,6,6,6,6,6,6,Graduate
1,1,12,1,0,0,1,0,1,18,7,7,8,8,7,7,8,8,Graduate
1,1,2,1,1,0,0,0,0,21,0,0,0,0,0,0,0,0,Dropout
1,8,8,1,1,1,1,0,1,19,5,0,5,0,5,0,5,0,Dropout
1,1,12,1,1,0,1,0,1,19,8,7,8,7,8,7,8,7,Graduate
1,8,6,1,0,0,1,0,0,18,6,0,6,0,6,0,6,0,Dropout
1,14,12,1,1,0,1,0,1,18,7,5,7,5,7,5,7,5,Enrolled
1,1,16,1,1,1,1,0,1,20,7,7,7,7,7,7,7,7,Graduate
2,1,3,1,1,0,1,0,0,24,6,5,6,6,6,5,6,6,Graduate
1,1,5,1,1,0,1,0,0,20,6,6,6,6,6,6,6,6,Graduate
1,8,9,1,0,0,1,0,0,20,5,4,5,5,5,4,5,5,Enrolled
1,1,12,1,1,0,1,0,1,19,8,7,8,7,8,7,8,7,Graduate
1,1,12,1,1,0,1,0,1,18,8,7,8,7,8,7,8,7,Graduate
1,8,10,3,1,0,1,0,1,20,6,6,6,6,6,6,6,6,Graduate
1,8,12,1,1,0,1,0,0,20,7,7,8,8,7,7,8,8,Graduate
1,8,12,1,1,0,1,0,1,19,7,6,8,8,7,6,8,8,Graduate
1,15,6,14,1,0,1,0,0,19,6,5,6,4,6,5,6,4,Enrolled
1,1,15,1,1,0,1,0,0,20,6,6,6,6,6,6,6,6,Graduate
1,8,9,1,1,0,1,0,0,19,5,2,5,2,5,2,5,2,Dropout
1,8,16,1,1,0,1,0,0,19,6,4,6,4,6,4,6,4,Dropout
1,8,12,1,1,0,1,0,1,18,8,8,8,8,8,8,8,8,Graduate
1,8,5,1,0,0,1,0,1,23,6,6,6,3,6,6,6,3,Dropout
1,1,16,1,1,0,1,0,0,21,6,5,6,5,6,5,6,5,Dropout
1,15,3,14,1,0,1,0,0,23,9,9,8,6,9,9,8,6,Graduate
1,1,12,1,1,0,1,0,0,19,7,7,8,8,7,7,8,8,Graduate
1,8,15,1,1,0,1,0,0,18,6,6,6,6,6,6,6,6,Graduate
1,1,15,1,1,0,1,0,0,19,6,5,6,5,6,5,6,5,Graduate
1,12,12,1,0,0,1,0,1,25,8,7,8,7,8,7,8,7,Graduate
1,1,16,1,1,0,1,0,0,19,6,5,6,4,6,5,6,4,Enrolled
1,1,12,1,0,0,1,0,1,19,7,7,8,8,7,7,8,8,Graduate
1,12,13,1,0,1,1,0,1,24,7,7,8,7,7,7,8,7,Graduate
1,1,14,1,1,0,1,0,1,18,6,6,6,5,6,6,6,5,Graduate
1,8,10,1,1,0,1,0,1,19,6,6,6,6,6,6,6,6,Graduate
1,1,12,1,0,0,1,0,1,18,8,7,8,7,8,7,8,7,Graduate
1,12,17,1,0,0,1,0,0,27,5,3,5,4,5,3,5,4,Enrolled
1,8,10,1,0,0,1,0,0,19,6,5,6,5,6,5,6,5,Graduate
1,9,15,1,0,0,1,0,1,18,6,6,6,6,6,6,6,6,Dropout
2,12,14,1,0,1,0,0,0,34,6,4,6,0,6,4,6,0,Dropout
1,1,9,1,0,0,1,0,0,18,5,3,5,2,5,3,5,2,Enrolled
1,1,9,1,1,0,1,0,0,18,5,2,5,3,5,2,5,3,Enrolled
1,1,12,1,1,0,1,0,0,18,8,8,8,8,8,8,8,8,Enrolled
1,1,15,1,1,1,0,0,0,20,6,0,6,0,6,0,6,0,Dropout
1,1,9,1,1,0,1,0,1,19,5,2,5,3,5,2,5,3,Enrolled
1,1,10,1,0,0,1,0,0,21,6,5,6,1,6,5,6,1,Enrolled
2,12,17,3,0,0,1,0,0,26,5,5,5,5,5,5,5,5,Graduate
1,14,13,1,0,0,1,0,0,27,7,7,8,8,7,7,8,8,Graduate
1,1,14,1,1,0,1,0,0,20,5,4,5,4,5,4,5,4,Graduate
1,8,10,1,1,0,1,0,0,18,6,6,6,6,6,6,6,6,Graduate
1,17,6,16,1,0,0,0,0,23,12,9,9,6,12,9,9,6,Enrolled
1,12,12,12,0,0,1,0,0,24,8,7,8,7,8,7,8,7,Graduate
1,15,10,14,1,0,1,0,1,19,6,5,6,6,6,5,6,6,Graduate
1,1,15,1,0,0,1,0,0,19,6,4,6,4,6,4,6,4,Graduate
1,1,10,1,1,1,1,0,1,19,6,5,6,3,6,5,6,3,Enrolled
1,1,10,1,0,1,1,0,0,18,6,5,6,2,6,5,6,2,Enrolled
1,16,3,1,0,0,1,0,0,22,16,13,13,11,16,13,13,11,Graduate
1,14,5,1,0,0,1,0,0,20,6,5,6,5,6,5,6,5,Graduate
1,12,4,1,0,0,1,0,0,25,6,0,6,0,6,0,6,0,Dropout
1,15,4,14,0,0,1,0,0,21,6,6,6,6,6,6,6,6,Graduate
1,1,12,1,1,0,1,0,0,19,7,5,7,6,7,5,7,6,Enrolled
1,8,15,1,1,0,1,0,0,18,6,6,6,6,6,6,6,6,Graduate
1,1,14,1,1,0,1,0,0,18,5,3,5,4,5,3,5,4,Graduate
1,8,12,1,1,0,1,1,0,19,7,7,8,8,7,7,8,8,Graduate
1,1,6,1,1,0,1,0,1,19,5,5,5,5,5,5,5,5,Graduate
